Fecha	Nombre de la Campaña	Region	Clicks	Impresiones	Views	Costo
10/26/2023	CursoDeJavaAvanzado	Este	22887	10893	10899	1894
5/16/2024	AprendePythonFacil	Sur	46166	364935	13986	240
5/24/2024	CursoDeJavaAvanzado	Norte	12609	289850	10712	1206
6/21/2024	DesarrolloWebCompleto	Oeste	10543	375718	33023	817
10/7/2023	CursosDeProgramacion	Norte	38055	448894	32321	829
12/29/2023	CursosDeProgramacion	Oeste	33430	65923	35337	1832
5/27/2024	AprendeJavaScriptYA	Oeste	40913	498860	35673	1627
7/22/2024	DesarrolloWebCompleto	Sur	36913	202985	12839	1385
3/4/2024	ProgramacionDesdeCero	Norte	33987	298895	48260	236
3/11/2024	ProgramacionDesdeCero	Norte	14287	322694	22727	934
2/12/2024	ProgramacionParaTodos	Oeste	21062	369144	45352	633
4/25/2024	AprendeCSharpFacil	Este	28634	461513	44509	1556
8/7/2024	ProgramacionDesdeCero	Oeste	7385	17304	9285	1120
6/22/2024	CodigoFacilitoEnEspanol	Sur	17438	137123	23381	1343
9/12/2023	MasterEnPython	Este	25746	116680	21419	1004
3/23/2024	ProgramacionParaTodos	Sur	26333	45777	31997	1117
2/23/2024	AprendeCSharpFacil	Este	31245	456276	17170	1861
1/13/2024	AprendeJavaScriptYA	Sur	37539	113691	31273	850
12/2/2023	AprendeCSharpFacil	Oeste	40030	224784	22847	275
1/21/2024	CursoDeJavaAvanzado	Norte	38906	431405	10986	1975
1/14/2024	ProgramacionDesdeCero	Norte	9418	462504	36406	266
7/24/2024	AprendeCSharpFacil	Este	19541	386482	6082	692
7/31/2024	MasterEnPython	Norte	47637	299408	41862	1828
4/12/2024	ProgramacionDesdeCero	Norte	39493	97112	23710	808
6/21/2024	ProgramacionDesdeCero	Este	29015	203247	39062	344
6/23/2024	AprendeJavaScriptYA	Sur	18037	59667	10967	1827
3/1/2024	AprendePythonFacil	Sur	26013	281063	8947	377
8/10/2024	ProgramacionDesdeCero	Norte	9367	165607	22715	1355
3/27/2024	ProgramacionParaTodos	Norte	39273	128710	18331	1057
2/21/2024	DesarrolloWebCompleto	Oeste	19948	114971	32746	1603
9/16/2023	DesarrolloWebCompleto	Este	29578	50027	23734	240
8/24/2023	CursoDeJavaAvanzado	Sur	45880	252215	10121	983
10/24/2023	CursoDeJavaAvanzado	Oeste	18291	50353	39808	1238
5/2/2024	MasterEnPython	Oeste	34789	229759	27256	1919
6/22/2024	AprendeCSharpFacil	Este	40112	119680	46395	1538
11/15/2023	AprendePythonFacil	Sur	32476	494047	48571	1603
12/5/2023	CodigoFacilitoEnEspanol	Sur	34981	411919	22146	1475
1/5/2024	ProgramacionParaTodos	Oeste	33951	292889	37101	121
5/27/2024	CursoDeJavaAvanzado	Oeste	40076	276628	32291	1796
5/18/2024	MasterEnPython	Este	13000	377883	49575	1342
5/2/2024	CursoDeJavaAvanzado	Este	8372	226319	20776	843
6/22/2024	AprendeJavaScriptYA	Norte	20954	408486	13053	1790
3/7/2024	AprendePythonFacil	Sur	9011	77174	26722	1035
2/6/2024	CursoDeJavaAvanzado	Sur	8827	465078	40276	1780
8/29/2023	AprendeJavaScriptYA	Este	29051	46143	26057	322
12/23/2023	AprendeJavaScriptYA	Este	16511	341286	31746	1686
5/29/2024	AprendeCSharpFacil	Este	40769	310284	34407	1850
5/3/2024	ProgramacionDesdeCero	Norte	47245	378904	8924	373
10/24/2023	AprendeCSharpFacil	Este	22755	319100	6456	714
12/2/2023	CodigoFacilitoEnEspanol	Norte	45309	315739	14354	751
5/13/2024	MasterEnPython	Sur	32607	425102	8678	203
2/6/2024	DesarrolloWebCompleto	Norte	8775	114698	12336	264
3/12/2024	CodigoFacilitoEnEspanol	Sur	27002	54182	16393	342
12/30/2023	CursoDeJavaAvanzado	Sur	29711	410907	8130	419
2/15/2024	MasterEnPython	Este	21376	373719	37719	1748
12/16/2023	MasterEnPython	Oeste	18978	70438	38955	1371
9/29/2023	ProgramacionParaTodos	Norte	9613	44215	15692	1348
9/27/2023	CursoDeJavaAvanzado	Este	47941	293673	14439	1378
1/22/2024	MasterEnPython	Este	41558	50423	27791	1380
1/22/2024	AprendeCSharpFacil	Norte	6051	217644	45321	759
7/14/2024	AprendePythonFacil	Este	5756	403371	42117	1010
9/5/2023	AprendePythonFacil	Oeste	11373	288569	9676	1110
8/3/2024	CodigoFacilitoEnEspanol	Norte	43878	41679	11295	1801
3/28/2024	CursoDeJavaAvanzado	Norte	48915	44028	11928	964
12/3/2023	MasterEnPython	Oeste	30796	16694	44685	1411
11/26/2023	AprendeCSharpFacil	Oeste	17776	422142	39795	1993
6/15/2024	CursoDeJavaAvanzado	Este	40649	318141	11757	785
2/25/2024	ProgramacionParaTodos	Norte	49609	178993	44193	1511
1/8/2024	ProgramacionParaTodos	Oeste	6556	243067	41777	143
4/6/2024	AprendeCSharpFacil	Norte	34055	138759	32494	1273
7/22/2024	ProgramacionParaTodos	Oeste	44940	272999	27039	333
5/29/2024	AprendePythonFacil	Este	30609	204796	14217	533
6/27/2024	DesarrolloWebCompleto	Norte	45519	175558	23482	509
4/9/2024	AprendePythonFacil	Este	42046	42245	19721	1172
7/11/2024	AprendeJavaScriptYA	Oeste	13594	214541	31566	1921
3/14/2024	DesarrolloWebCompleto	Oeste	15766	84718	8123	1966
11/27/2023	ProgramacionDesdeCero	Oeste	36313	334626	22451	111
12/18/2023	ProgramacionDesdeCero	Este	30320	99509	5525	1230
4/23/2024	CursoDeJavaAvanzado	Norte	41918	209804	37227	670
12/24/2023	MasterEnPython	Oeste	17138	438535	44309	1936
1/24/2024	AprendeCSharpFacil	Oeste	44676	255341	12468	1356
7/5/2024	DesarrolloWebCompleto	Oeste	12477	410527	46736	1046
5/16/2024	AprendeJavaScriptYA	Este	25551	362011	25760	1299
6/17/2024	CursosDeProgramacion	Sur	27143	15584	10621	288
8/17/2023	MasterEnPython	Norte	13750	143988	35782	907
9/6/2023	CodigoFacilitoEnEspanol	Este	28362	387000	8162	1488
8/18/2023	AprendeJavaScriptYA	Norte	47359	446281	18699	1741
9/20/2023	ProgramacionParaTodos	Oeste	17546	209871	10294	1725
8/31/2023	CursoDeJavaAvanzado	Este	49026	34129	17591	485
6/9/2024	CodigoFacilitoEnEspanol	Sur	17072	23470	21070	1014
6/25/2024	CursosDeProgramacion	Oeste	16452	380777	29496	1827
10/7/2023	CursosDeProgramacion	Norte	7895	356335	49029	1685
7/13/2024	AprendeCSharpFacil	Este	14781	410832	18875	1820
9/11/2023	AprendePythonFacil	Este	40527	278503	27078	136
7/7/2024	CursoDeJavaAvanzado	Sur	41677	320259	12194	577
11/19/2023	ProgramacionDesdeCero	Oeste	43203	316195	37735	650
7/10/2024	ProgramacionParaTodos	Oeste	8291	314659	18832	1427
8/22/2023	AprendeJavaScriptYA	Este	21548	259363	19662	1510
8/15/2023	ProgramacionParaTodos	Norte	11674	24032	9503	1033
10/27/2023	CursosDeProgramacion	Sur	34259	205589	30435	1134
11/21/2023	AprendePythonFacil	Sur	41638	421347	46265	967
10/8/2023	CursosDeProgramacion	Sur	19488	194523	32439	1447
7/19/2024	ProgramacionDesdeCero	Oeste	26845	141316	38560	701
7/26/2024	AprendeJavaScriptYA	Sur	17294	428000	27574	1434
8/4/2024	CodigoFacilitoEnEspanol	Norte	48086	454883	11339	1378
10/8/2023	AprendeJavaScriptYA	Sur	23373	355118	28355	306
11/23/2023	AprendeCSharpFacil	Este	34961	433360	38685	721
1/16/2024	AprendePythonFacil	Norte	19520	97836	35540	104
11/5/2023	AprendePythonFacil	Sur	46834	215034	47273	1878
11/11/2023	ProgramacionParaTodos	Este	24549	460879	35270	1208
5/14/2024	CursosDeProgramacion	Este	23051	197022	19601	1492
10/20/2023	MasterEnPython	Este	6644	493754	33592	666
3/19/2024	CursoDeJavaAvanzado	Oeste	22391	366783	8809	1262
7/14/2024	ProgramacionParaTodos	Este	49134	101274	48440	1335
2/25/2024	MasterEnPython	Sur	34462	268289	7690	1653
1/28/2024	AprendeCSharpFacil	Oeste	16866	434616	18231	1755
1/27/2024	AprendeJavaScriptYA	Norte	8547	129218	42255	1065
3/9/2024	ProgramacionDesdeCero	Este	38099	337334	20780	1521
9/27/2023	AprendePythonFacil	Norte	22258	305145	42959	208
5/27/2024	CursoDeJavaAvanzado	Sur	48051	179685	17911	1165
1/21/2024	ProgramacionParaTodos	Sur	16624	121414	26326	1550
3/23/2024	AprendePythonFacil	Norte	42456	413505	6503	1241
8/15/2023	CursoDeJavaAvanzado	Norte	6184	339915	7190	575
5/23/2024	AprendeJavaScriptYA	Norte	7905	168887	26221	256
9/8/2023	CursoDeJavaAvanzado	Este	17659	292800	17684	1647
6/18/2024	CursoDeJavaAvanzado	Norte	23092	188359	42301	230
8/27/2023	AprendeCSharpFacil	Oeste	44883	172893	40816	141
7/24/2024	AprendePythonFacil	Oeste	19699	232006	21510	1253
11/12/2023	AprendePythonFacil	Norte	33026	473893	8575	388
12/18/2023	CodigoFacilitoEnEspanol	Este	48339	356749	24898	1426
8/4/2024	ProgramacionParaTodos	Sur	31432	5704	31303	767
8/30/2023	CursosDeProgramacion	Este	46169	361648	35975	1221
3/27/2024	AprendeCSharpFacil	Norte	46748	21102	24087	1152
10/21/2023	CursosDeProgramacion	Oeste	40418	26166	19185	666
12/21/2023	CursosDeProgramacion	Norte	30511	77676	38327	361
5/19/2024	CodigoFacilitoEnEspanol	Este	32453	238285	13563	864
5/14/2024	CodigoFacilitoEnEspanol	Sur	33667	173071	6385	1017
11/1/2023	CursosDeProgramacion	Sur	21207	363315	5453	1189
12/24/2023	CursoDeJavaAvanzado	Oeste	8636	208925	27095	1268
8/14/2023	AprendeJavaScriptYA	Oeste	22067	119141	21826	632
3/25/2024	AprendeCSharpFacil	Oeste	37741	191048	6183	1067
11/7/2023	DesarrolloWebCompleto	Oeste	15586	59265	21067	276
1/23/2024	DesarrolloWebCompleto	Sur	41981	391302	44705	1950
1/17/2024	CodigoFacilitoEnEspanol	Oeste	15499	102651	41239	1252
11/29/2023	AprendePythonFacil	Oeste	35365	477767	32552	813
8/27/2023	AprendeCSharpFacil	Norte	36731	71320	20744	980
5/5/2024	MasterEnPython	Sur	14596	330792	47484	1540
7/30/2024	DesarrolloWebCompleto	Sur	24908	57840	38909	1386
12/16/2023	MasterEnPython	Este	13464	37366	14441	1190
5/18/2024	CodigoFacilitoEnEspanol	Este	44359	314062	40681	548
4/19/2024	CursoDeJavaAvanzado	Sur	27726	408962	9614	1582
2/16/2024	ProgramacionDesdeCero	Norte	13610	173874	37862	668
10/15/2023	CursoDeJavaAvanzado	Sur	18474	414930	46759	266
5/14/2024	AprendeJavaScriptYA	Este	49964	77271	15998	325
5/10/2024	ProgramacionDesdeCero	Este	33383	17399	48537	1874
4/30/2024	AprendePythonFacil	Norte	25894	455289	42286	1096
6/30/2024	MasterEnPython	Este	18605	131325	11613	1535
6/11/2024	DesarrolloWebCompleto	Sur	17321	462382	23729	518
5/1/2024	DesarrolloWebCompleto	Sur	47463	311050	32738	1238
11/5/2023	AprendeJavaScriptYA	Sur	6072	142520	7888	519
1/1/2024	AprendeJavaScriptYA	Sur	46179	241307	35667	827
9/30/2023	AprendeJavaScriptYA	Norte	45258	379470	23235	1290
12/6/2023	AprendeJavaScriptYA	Norte	12612	31234	29714	590
6/16/2024	MasterEnPython	Sur	25884	325583	26736	905
6/24/2024	DesarrolloWebCompleto	Oeste	14283	473112	10608	888
4/3/2024	CursoDeJavaAvanzado	Oeste	36408	12771	39720	1983
5/16/2024	CursoDeJavaAvanzado	Sur	33884	435634	35412	1857
3/10/2024	MasterEnPython	Sur	31441	73764	14378	853
7/4/2024	ProgramacionParaTodos	Norte	17949	166190	40415	175
7/7/2024	MasterEnPython	Sur	36084	206012	47154	164
10/12/2023	ProgramacionDesdeCero	Este	11850	210657	28987	1517
10/3/2023	AprendeJavaScriptYA	Norte	28137	384535	27487	1688
11/5/2023	CursoDeJavaAvanzado	Este	39016	205860	9095	1018
5/6/2024	CursosDeProgramacion	Sur	10492	485237	20989	478
11/16/2023	AprendeJavaScriptYA	Sur	43832	229030	14348	821
7/27/2024	AprendeCSharpFacil	Norte	46076	454371	13812	114
8/11/2023	CodigoFacilitoEnEspanol	Oeste	40018	152901	46381	1954
6/5/2024	ProgramacionParaTodos	Norte	11023	406996	8769	1041
4/4/2024	ProgramacionDesdeCero	Este	30574	390313	42517	1087
6/26/2024	AprendePythonFacil	Norte	26543	6345	32752	1624
11/4/2023	AprendeJavaScriptYA	Sur	33340	332707	44448	1146
2/15/2024	DesarrolloWebCompleto	Este	40046	223866	26291	954
4/2/2024	AprendePythonFacil	Oeste	46749	103215	49901	1090
12/30/2023	MasterEnPython	Oeste	29410	279986	39185	1409
11/30/2023	AprendePythonFacil	Sur	27062	333319	41921	630
4/17/2024	ProgramacionParaTodos	Sur	48782	161293	24536	1590
3/10/2024	ProgramacionDesdeCero	Este	13197	238450	16724	1668
12/23/2023	CodigoFacilitoEnEspanol	Norte	25484	395898	23589	1268
1/7/2024	CursoDeJavaAvanzado	Norte	7018	5019	29507	769
11/12/2023	DesarrolloWebCompleto	Oeste	23898	372887	25311	954
2/25/2024	MasterEnPython	Este	24213	245008	29988	969
3/14/2024	MasterEnPython	Sur	43830	107573	40686	830
10/18/2023	CursosDeProgramacion	Norte	49348	432160	41503	1454
11/25/2023	CursosDeProgramacion	Oeste	22855	249047	35615	481
1/1/2024	CodigoFacilitoEnEspanol	Este	37783	348693	39145	1538
3/18/2024	MasterEnPython	Sur	34984	317051	26758	1423
2/21/2024	DesarrolloWebCompleto	Sur	16126	141844	22154	1497
7/21/2024	CursoDeJavaAvanzado	Norte	30613	71018	43673	726
8/18/2023	ProgramacionParaTodos	Oeste	34879	414463	17703	1293
